,user,item,time,rate
390,86,6640,68,1
391,1179,254,68,1
392,14,406,68,1
393,1465,5915,68,1
394,1465,6168,68,1
395,1068,1812,68,1
396,1179,249,68,1
397,1178,3851,68,1
398,86,6374,68,1
399,1068,1807,68,1
400,1465,6600,68,1
401,1658,2617,68,1
402,1479,651,68,1
403,1658,157,68,1
404,893,7285,68,1
405,342,1739,68,1
406,342,1282,68,1
407,922,9165,68,1
408,1249,190,68,1
409,1176,607,68,1
410,893,8304,68,1
411,893,1286,68,1
412,1534,1639,68,1
413,342,1546,68,1
414,342,764,68,1
415,1373,127,68,1
416,893,3721,68,1
417,661,7221,68,1
418,1373,160,68,1
419,893,4728,68,1
420,86,867,68,1
421,1249,866,68,1
422,1479,831,68,1
423,86,6333,69,1
424,1534,11509,69,1
425,1544,8421,69,1
426,494,3920,69,1
427,1249,2926,69,1
428,1544,1522,69,1
429,510,744,69,1
430,1544,8198,69,1
431,269,160,69,1
432,494,2895,69,1
433,222,10371,69,1
434,510,3384,69,1
435,269,177,69,1
436,222,10353,69,1
437,1744,4197,69,1
438,1249,1616,69,1
439,510,3638,69,1
440,510,3587,69,1
441,86,4672,69,1
442,510,1327,69,1
443,1544,1378,69,1
444,510,1274,69,1
445,1288,7325,69,1
446,1544,9377,69,1
447,494,3161,69,1
448,222,939,69,1
449,1021,1977,69,1
450,1770,599,69,1
451,1085,435,69,1
452,222,886,69,1
453,1056,1280,69,1
454,494,3077,69,1
455,1544,9491,69,1
456,1286,10218,69,1
457,494,4251,69,1
458,1798,10371,69,1
459,1544,8886,69,1
460,833,4075,69,1
461,1288,9976,69,1
462,1770,364,69,1
463,1532,8973,69,1
464,510,3727,69,1
465,1544,1393,69,1
466,510,4804,69,1
467,1770,5477,69,1
468,1288,4410,69,1
469,1249,2226,69,1
470,494,3935,69,1
471,1534,207,69,1
472,222,804,69,1
473,782,10084,69,1
474,494,6163,69,1
475,788,6597,69,1
476,510,481,69,1
477,1818,52,69,1
478,1534,10534,69,1
479,1544,4180,69,1
480,510,3260,69,1
481,225,325,69,1
482,1770,6193,69,1
483,494,2705,69,1
484,225,413,69,1
485,1257,6175,69,1
486,1818,134,69,1
487,1818,251,69,1
488,1818,254,69,1
489,798,257,69,1
490,1534,9754,69,1
491,222,5336,69,1
492,833,1280,69,1
493,510,3026,69,1
494,1571,1319,69,1
495,724,53,69,1
496,1515,64,69,1
497,225,264,69,1
498,494,2884,69,1
499,269,422,69,1
500,1544,7206,69,1
501,269,725,69,1
502,1544,7014,69,1
503,1770,5644,69,1
504,510,3374,69,1
505,1534,11110,69,1
506,1544,5563,69,1
507,510,720,69,1
508,270,913,69,1
509,1770,5716,69,1
510,1770,5799,69,1
511,225,169,69,1
512,494,4246,69,1
513,270,4336,69,1
514,225,262,69,1
515,1544,4835,69,1
516,847,538,69,1
517,510,369,69,1
518,1236,4844,69,1
519,1544,4833,69,1
520,1770,2119,69,1
521,510,403,69,1
522,1304,10283,69,1
523,494,6161,69,1
524,494,4024,69,1
525,269,197,69,1
526,1544,10335,69,1
527,1544,11153,69,1
528,1063,90,69,1
529,1038,611,69,1
530,510,150,69,1
531,40,2715,69,1
532,1288,517,69,1
533,244,4093,69,1
534,1770,11135,69,1
535,1534,12337,69,1
536,510,11399,69,1
537,1249,4624,69,1
538,510,11823,69,1
539,1744,1879,69,1
540,224,3862,69,1
541,1249,4702,69,1
542,1770,972,69,1
543,510,997,69,1
544,1534,12334,69,1
545,512,26,69,1
546,1249,180,69,1
547,222,1246,69,1
548,1249,1781,69,1
549,1770,11455,69,1
550,1288,7958,69,1
551,1249,2312,69,1
552,1068,1306,69,1
553,222,7280,69,1
554,222,7034,69,1
555,1068,1316,69,1
556,1249,2533,69,1
557,222,8166,69,1
558,1534,12521,69,1
559,1509,11079,69,1
560,494,5002,69,1
561,1770,8834,69,1
562,1288,649,69,1
563,1249,6897,69,1
564,786,203,69,1
565,784,169,69,1
566,1044,10188,69,1
567,40,2446,69,1
568,222,7794,69,1
569,288,6771,69,1
570,768,7826,69,1
571,494,5528,69,1
572,1249,6120,69,1
573,1534,122,69,1
574,1571,422,69,1
575,510,268,69,1
576,1769,10190,69,1
577,494,5724,69,1
578,494,5818,69,1
579,1308,262,69,1
580,1044,9171,69,1
581,510,988,69,1
582,1571,734,69,1
583,1770,10575,69,1
584,510,157,69,1
585,494,5911,69,1
586,1056,10744,69,1
587,261,9377,69,1
588,244,1387,69,1
589,494,3424,69,1
590,1801,69,69,1
591,510,4325,69,1
592,1534,12187,69,1
593,86,3283,69,1
594,510,1041,69,1
595,1770,12470,69,1
596,1770,7005,69,1
597,1249,4305,69,1
598,1534,12124,69,1
599,1586,5832,69,1
600,1571,1081,69,1
601,1028,6091,69,1
602,1061,1713,69,1
603,1544,1112,69,1
604,1509,7610,69,1
605,510,1065,69,1
606,1288,318,69,1
607,1061,9289,69,1
608,510,5002,69,1
609,494,6152,69,1
610,510,747,69,1
611,1085,4247,69,1
612,1817,2436,69,1
613,222,984,69,1
614,494,6155,69,1
615,1770,172,69,1
616,1249,1656,69,1
617,1544,1091,69,1
618,1544,10339,69,1
619,1801,437,69,1
620,494,4424,69,1
621,1032,9130,69,1
622,494,3400,69,1
623,494,3394,69,1
624,494,3391,69,1
625,1744,6547,69,1
626,494,4631,69,1
627,1234,10036,69,1
628,261,4245,69,1
629,1744,10675,69,1
630,261,1517,69,1
631,1571,1069,69,1
632,1534,12231,69,1
633,1801,3192,69,1
634,1544,661,69,1
635,1744,1872,69,1
636,1249,4570,69,1
637,510,4623,69,1
638,1544,675,69,1
639,1249,4520,69,1
640,1031,436,69,1
641,1801,2753,69,1
642,1801,1586,69,1
643,1801,1000,69,1
644,510,4577,69,1
645,1801,672,69,1
646,494,6151,69,1
647,1801,484,69,1
648,1770,7052,69,1
649,1744,3023,69,1
650,1571,11273,69,1
651,1534,9415,69,1
652,97,2280,69,1
653,222,1775,69,1
654,1063,10508,69,1
655,510,2085,69,1
656,510,2111,69,1
657,1515,5658,69,1
658,1515,1876,69,1
659,1515,1869,69,1
660,96,7,69,1
661,1515,5821,69,1
662,510,2249,69,1
663,510,8787,69,1
664,812,8009,69,1
665,1515,6287,69,1
666,1515,1868,69,1
667,812,3472,69,1
668,847,77,69,1
669,510,8995,69,1
670,97,2487,69,1
671,1515,1881,69,1
672,1063,11449,69,1
673,847,144,69,1
674,1584,11313,69,1
675,823,2277,69,1
676,823,1280,69,1
677,823,1132,69,1
678,823,859,69,1
679,96,351,69,1
680,96,350,69,1
681,817,273,69,1
682,1249,941,69,1
683,1068,50,69,1
684,1515,1702,69,1
685,1534,3234,69,1
686,97,2279,69,1
687,1064,1584,69,1
688,1064,549,69,1
689,96,344,69,1
690,1534,3260,69,1
691,1549,1132,69,1
692,82,1964,69,1
693,96,330,69,1
694,1063,11844,69,1
695,1064,1727,69,1
696,1515,5109,69,1
697,510,2277,69,1
698,1515,1584,69,1
699,1515,8628,69,1
700,1534,5387,69,1
701,55,130,69,1
702,1003,55,69,1
703,77,11088,69,1
704,510,10423,69,1
705,76,1951,69,1
706,222,1574,69,1
707,1515,1224,69,1
708,1515,1205,69,1
709,55,136,69,1
710,55,162,69,1
711,510,2547,69,1
712,1063,9482,69,1
713,55,196,69,1
714,1063,9302,69,1
715,1063,9294,69,1
716,494,8291,69,1
717,494,7961,69,1
718,222,1599,69,1
719,1741,9284,69,1
720,1515,8624,69,1
721,86,875,69,1
722,222,1727,69,1
723,1578,11291,69,1
724,1003,2676,69,1
725,97,9672,69,1
726,1534,1635,69,1
727,1003,498,69,1
728,97,9976,69,1
729,1068,11817,69,1
730,1534,4931,69,1
731,1515,7043,69,1
732,1068,11603,69,1
733,1515,1247,69,1
734,222,2861,69,1
735,1534,5020,69,1
736,1515,8054,69,1
737,54,624,69,1
738,40,7865,69,1
739,510,10017,69,1
740,54,1073,69,1
741,510,2528,69,1
742,1515,1255,69,1
743,1534,1588,69,1
744,823,4707,69,1
745,1515,1898,69,1
746,222,2530,69,1
747,510,5261,69,1
748,1006,4949,69,1
749,1006,4096,69,1
750,97,167,69,1
751,40,6891,69,1
752,1534,1930,69,1
753,510,5435,69,1
754,1006,2796,69,1
755,96,1658,69,1
756,1006,10519,69,1
757,495,607,69,1
758,96,1618,69,1
759,1006,12227,69,1
760,222,2207,69,1
761,225,1327,69,1
762,494,9998,69,1
763,1534,1893,69,1
764,494,9886,69,1
765,222,2572,69,1
766,96,11134,69,1
767,96,1670,69,1
768,96,10646,69,1
769,494,11980,69,1
770,1515,3793,69,1
771,1515,3808,69,1
772,495,302,69,1
773,494,11829,69,1
774,40,6556,69,1
775,96,4190,69,1
776,96,4196,69,1
777,494,11329,69,1
778,86,134,69,1
779,1006,7802,69,1
780,86,283,69,1
781,96,1724,69,1
782,96,1717,69,1
783,96,1706,69,1
784,494,11017,69,1
785,494,10932,69,1
786,96,7727,69,1
787,1006,9969,69,1
788,96,7909,69,1
789,1006,9556,69,1
790,1006,22,69,1
791,1534,1822,69,1
792,1249,1127,69,1
793,1534,1757,69,1
794,97,1122,69,1
795,96,669,69,1
796,1515,2813,69,1
797,1515,2795,69,1
798,510,6669,69,1
799,1006,641,69,1
800,510,7065,69,1
801,86,646,69,1
802,494,8652,69,1
803,1515,2423,69,1
804,833,52,69,1
805,1515,2420,69,1
806,1274,1516,69,1
807,1274,1407,69,1
808,1068,139,69,1
809,847,176,69,1
810,1515,2419,69,1
811,1515,2052,69,1
812,96,762,69,1
813,1781,851,69,1
814,96,882,69,1
815,1534,2354,69,1
816,510,6080,69,1
817,225,3896,69,1
818,1534,2258,69,1
819,225,4130,69,1
820,86,43,69,1
821,1534,2277,69,1
822,1534,2289,69,1
823,499,221,69,1
824,499,5663,69,1
825,96,1491,69,1
826,97,526,69,1
827,1781,3738,69,1
828,499,8467,69,1
829,1549,6115,69,1
830,510,6208,69,1
831,40,5938,69,1
832,1274,2774,69,1
833,510,6225,69,1
834,97,665,69,1
835,1515,4555,69,1
836,499,6188,69,1
837,510,10889,69,1
838,222,1363,69,1
839,1249,1152,69,1
840,510,1998,69,1
841,55,1503,69,1
842,1534,7160,69,1
843,282,254,69,1
844,510,1955,69,1
845,55,1504,69,1
846,1068,5101,69,1
847,494,6449,69,1
848,1249,381,69,1
849,55,1507,69,1
850,55,1510,69,1
851,1586,2742,69,1
852,1063,476,69,1
853,1081,2979,69,1
854,1534,544,69,1
855,833,629,69,1
856,55,1514,69,1
857,55,1515,69,1
858,1534,539,69,1
859,1081,2187,69,1
860,1081,1727,69,1
861,1081,1637,69,1
862,494,6808,69,1
863,1068,6742,69,1
864,1289,3908,69,1
865,222,3824,69,1
866,1515,323,69,1
867,1275,262,69,1
868,1289,893,69,1
869,1275,302,69,1
870,1515,191,69,1
871,1081,617,69,1
872,494,6414,69,1
873,55,1125,69,1
874,1534,564,69,1
875,840,289,69,1
876,1275,413,69,1
877,1081,880,69,1
878,55,1434,69,1
879,1586,1735,69,1
880,1249,438,69,1
881,55,1502,69,1
882,1586,2262,69,1
883,1534,565,69,1
884,55,1104,69,1
885,1571,4125,69,1
886,1081,4521,69,1
887,1571,1496,69,1
888,812,6,69,1
889,1534,8482,69,1
890,510,1780,69,1
891,806,849,69,1
892,806,826,69,1
893,806,821,69,1
894,806,820,69,1
895,806,453,69,1
896,1534,8604,69,1
897,510,1746,69,1
898,1534,8750,69,1
899,801,707,69,1
900,800,294,69,1
901,1586,4883,69,1
902,798,5819,69,1
903,798,3908,69,1
904,1288,10016,69,1
905,510,1402,69,1
906,1523,1592,69,1
907,812,534,69,1
908,1081,10219,69,1
909,1081,9391,69,1
910,1081,4996,69,1
911,55,2807,69,1
912,55,3273,69,1
913,510,1907,69,1
914,510,1905,69,1
915,833,772,69,1
916,55,7175,69,1
917,1744,329,69,1
918,55,7755,69,1
919,55,2588,69,1
920,1555,53,69,1
921,55,10512,69,1
922,1744,333,69,1
923,1571,1958,69,1
924,1571,1957,69,1
925,1534,8119,69,1
926,510,1791,69,1
927,1081,9386,69,1
928,812,2277,69,1
929,1515,142,69,1
930,1571,1962,69,1
931,55,992,69,1
932,1534,6426,69,1
933,55,859,69,1
934,1249,648,69,1
935,1249,1280,69,1
936,1063,3398,69,1
937,1586,168,69,1
938,1515,772,69,1
939,1290,1233,69,1
940,55,302,69,1
941,1534,5872,69,1
942,1063,3112,69,1
943,1063,3033,69,1
944,1249,635,69,1
945,1249,1332,69,1
946,1063,2427,69,1
947,1274,7859,69,1
948,1290,748,69,1
949,1249,1392,69,1
950,1515,624,69,1
951,1290,634,69,1
952,1290,506,69,1
953,1290,1274,69,1
954,1290,3496,69,1
955,1249,1268,69,1
956,55,286,69,1
957,1249,1212,69,1
958,1249,732,69,1
959,1249,1233,69,1
960,1534,5633,69,1
961,222,1333,69,1
962,1249,719,69,1
963,1063,7710,69,1
964,40,8404,69,1
965,55,257,69,1
966,1063,1645,69,1
967,510,10908,69,1
968,1063,7051,69,1
969,1063,7032,69,1
970,55,266,69,1
971,1534,5742,69,1
972,55,279,69,1
973,1534,1292,69,1
974,1063,5356,69,1
975,1249,1247,69,1
976,55,282,69,1
977,1063,7582,69,1
978,1249,1470,69,1
979,1586,672,69,1
980,55,461,69,1
981,740,302,69,1
982,40,4027,69,1
983,494,7404,69,1
984,1289,7147,69,1
985,1534,1014,69,1
986,1289,4906,69,1
987,1289,4401,69,1
988,739,251,69,1
989,222,3268,69,1
990,1290,177,69,1
991,222,3274,69,1
992,55,654,69,1
993,55,796,69,1
994,222,3572,69,1
995,55,851,69,1
996,1289,4396,69,1
997,1081,55,69,1
998,494,7100,69,1
999,1586,1269,69,1
1000,1515,342,69,1
1001,1534,6310,69,1
1002,1534,9531,69,1
1003,1515,456,69,1
1004,1515,485,69,1
1005,1290,337,69,1
1006,1249,626,69,1
1007,1249,1501,69,1
1008,1515,534,69,1
1009,1274,7881,69,1
1010,1063,959,69,1
1011,55,503,69,1
1012,741,2550,69,1
1013,1063,958,69,1
1014,1515,459,69,1
1015,55,506,69,1
1016,1515,530,69,1
1017,1290,294,69,1
1018,55,534,69,1
1019,1290,277,69,1
1020,222,3099,69,1
1021,741,410,69,1
1022,740,8465,69,1
1023,1290,203,69,1
1024,494,7429,69,1
1025,1274,8621,69,1
1026,222,5297,69,1
1027,378,929,69,1
1028,494,2527,69,1
1029,912,8619,69,1
1030,1655,1247,69,1
1031,432,5709,69,1
1032,432,5712,69,1
1033,1469,251,69,1
1034,1469,254,69,1
1035,565,6638,69,1
1036,565,6491,69,1
1037,24,861,69,1
1038,1848,12340,69,1
1039,1847,12493,69,1
1040,1847,12336,69,1
1041,1847,12327,69,1
1042,1847,9029,69,1
1043,1847,7094,69,1
1044,428,5673,69,1
1045,936,167,69,1
1046,572,2640,69,1
1047,1713,261,69,1
1048,1852,903,69,1
1049,417,7610,69,1
1050,922,12470,69,1
1051,1852,769,69,1
1052,1187,86,69,1
1053,581,371,69,1
1054,581,369,69,1
1055,910,8585,69,1
1056,581,198,69,1
1057,1851,2422,69,1
1058,1851,251,69,1
1059,423,10157,69,1
1060,14,2296,69,1
1061,14,2307,69,1
1062,581,86,69,1
1063,581,81,69,1
1064,1852,225,69,1
1065,910,8584,69,1
1066,1715,3287,69,1
1067,910,6144,69,1
1068,909,8565,69,1
1069,909,8564,69,1
1070,909,4804,69,1
1071,661,644,69,1
1072,909,2871,69,1
1073,661,821,69,1
1074,909,2604,69,1
1075,909,8568,69,1
1076,909,1025,69,1
1077,904,331,69,1
1078,174,2907,69,1
1079,174,2732,69,1
1080,174,2153,69,1
1081,174,1780,69,1
1082,174,1773,69,1
1083,174,1586,69,1
1084,904,739,69,1
1085,1852,1132,69,1
1086,661,632,69,1
1087,661,534,69,1
1088,910,5737,69,1
1089,28,69,69,1
1090,910,5603,69,1
1091,452,48,69,1
1092,1386,478,69,1
1093,28,784,69,1
1094,659,637,69,1
1095,909,8569,69,1
1096,1831,1258,69,1
1097,659,3856,69,1
1098,1829,11591,69,1
1099,909,11475,69,1
1100,909,11474,69,1
1101,661,506,69,1
1102,909,10468,69,1
1103,909,9544,69,1
1104,659,2750,69,1
1105,174,992,69,1
1106,417,95,69,1
1107,1465,10859,69,1
1108,581,3279,69,1
1109,922,6778,69,1
1110,581,3192,69,1
1111,581,3134,69,1
1112,581,3127,69,1
1113,1402,3495,69,1
1114,581,2893,69,1
1115,922,6822,69,1
1116,1402,3263,69,1
1117,1402,3079,69,1
1118,1402,2119,69,1
1119,10,7426,69,1
1120,581,2197,69,1
1121,10,8991,69,1
1122,1402,1129,69,1
1123,1701,4153,69,1
1124,1402,3496,69,1
1125,1402,4248,69,1
1126,581,3684,69,1
1127,1701,106,69,1
1128,581,6727,69,1
1129,581,6724,69,1
1130,410,2515,69,1
1131,581,6721,69,1
1132,581,5644,69,1
1133,410,5287,69,1
1134,1402,1024,69,1
1135,410,5498,69,1
1136,581,4479,69,1
1137,410,5512,69,1
1138,1402,10656,69,1
1139,581,3936,69,1
1140,581,3908,69,1
1141,1402,10652,69,1
1142,1402,10651,69,1
1143,410,5501,69,1
1144,1402,498,69,1
1145,1402,489,69,1
1146,1701,11775,69,1
1147,1176,1324,69,1
1148,1176,4695,69,1
1149,1176,8639,69,1
1150,1465,5059,69,1
1151,1465,5062,69,1
1152,1465,7503,69,1
1153,1465,7783,69,1
1154,1176,294,69,1
1155,1179,425,69,1
1156,1465,8474,69,1
1157,922,10136,69,1
1158,1465,9390,69,1
1159,1465,9433,69,1
1160,1465,10063,69,1
1161,1180,9839,69,1
1162,1852,1697,69,1
1163,922,9673,69,1
1164,410,11316,69,1
1165,1465,1583,69,1
1166,1399,378,69,1
1167,1402,357,69,1
1168,581,1749,69,1
1169,581,1739,69,1
1170,1402,331,69,1
1171,581,1286,69,1
1172,581,1262,69,1
1173,581,1247,69,1
1174,182,3369,69,1
1175,1402,250,69,1
1176,1402,37,69,1
1177,1402,6,69,1
1178,922,8233,69,1
1179,1401,421,69,1
1180,1856,624,69,1
1181,1856,263,69,1
1182,922,8680,69,1
1183,922,7662,69,1
1184,1701,101,69,1
1185,174,855,69,1
1186,174,468,69,1
1187,161,2257,69,1
1188,161,2245,69,1
1189,161,2240,69,1
1190,161,2196,69,1
1191,161,2187,69,1
1192,161,1994,69,1
1193,161,1970,69,1
1194,161,1905,69,1
1195,161,1894,69,1
1196,161,1776,69,1
1197,161,1763,69,1
1198,161,1727,69,1
1199,161,1470,69,1
1200,161,1465,69,1
1201,161,1444,69,1
1202,161,2261,69,1
1203,161,2597,69,1
1204,161,2893,69,1
1205,1348,332,69,1
1206,878,8407,69,1
1207,161,5122,69,1
1208,161,5066,69,1
1209,161,4537,69,1
1210,161,3816,69,1
1211,161,3467,69,1
1212,161,3430,69,1
1213,161,1363,69,1
1214,161,3424,69,1
1215,161,3192,69,1
1216,161,3162,69,1
1217,161,3161,69,1
1218,161,3160,69,1
1219,161,3159,69,1
1220,161,3140,69,1
1221,161,2955,69,1
1222,161,3405,69,1
1223,161,1357,69,1
1224,161,1350,69,1
1225,161,1295,69,1
1226,1097,7019,69,1
1227,327,1119,69,1
1228,327,564,69,1
1229,324,331,69,1
1230,319,4770,69,1
1231,317,264,69,1
1232,1336,992,69,1
