,Unnamed: 0,user,item,rate,time,real-time
56,460280,782,611,1,249912,2000-12
57,460281,653,1683,1,249913,2000-12
58,460282,651,2121,1,249914,2000-12
59,460283,651,2757,1,249914,2000-12
60,460284,653,1688,1,249915,2000-12
61,460285,653,995,1,249916,2000-12
62,460286,653,3280,1,249916,2000-12
63,460287,782,2260,1,249917,2000-12
64,460288,782,2367,1,249917,2000-12
65,460289,651,3449,1,249917,2000-12
66,460290,782,3036,1,249917,2000-12
67,460291,782,2903,1,249917,2000-12
68,460292,782,1077,1,249917,2000-12
69,460293,782,1754,1,249917,2000-12
70,460294,782,560,1,249917,2000-12
71,460295,782,1639,1,249917,2000-12
72,460296,653,2585,1,249918,2000-12
73,460297,653,970,1,249918,2000-12
74,460298,653,1089,1,249918,2000-12
75,460299,653,2172,1,249919,2000-12
76,460300,782,2578,1,249920,2000-12
77,460301,782,2662,1,249920,2000-12
78,460302,782,1533,1,249920,2000-12
79,460303,782,1060,1,249920,2000-12
80,460304,651,3339,1,249921,2000-12
81,460305,660,1081,1,249922,2000-12
82,460306,660,502,1,249923,2000-12
83,460307,660,811,1,249923,2000-12
84,460308,660,2476,1,249924,2000-12
85,460309,660,1058,1,249924,2000-12
86,460310,651,1172,1,249925,2000-12
87,460311,651,1234,1,249925,2000-12
88,460312,651,238,1,249925,2000-12
89,460313,651,3089,1,249926,2000-12
90,460314,651,1060,1,249926,2000-12
91,460315,660,299,1,249927,2000-12
92,460316,660,1070,1,249927,2000-12
93,460317,660,3082,1,249927,2000-12
94,460318,660,1052,1,249927,2000-12
95,460319,651,382,1,249928,2000-12
96,460320,660,1039,1,249929,2000-12
97,460321,660,812,1,249929,2000-12
98,460322,660,2010,1,249930,2000-12
99,460323,660,2671,1,249930,2000-12
100,460324,782,2125,1,249931,2000-12
101,460325,782,1643,1,249931,2000-12
102,460326,782,20,1,249931,2000-12
103,460327,782,1535,1,249931,2000-12
104,460328,660,2695,1,249932,2000-12
105,460329,660,1088,1,249932,2000-12
106,460330,782,1367,1,249933,2000-12
107,460331,782,449,1,249933,2000-12
108,460332,782,1254,1,249933,2000-12
109,460333,782,529,1,249933,2000-12
110,460334,782,1491,1,249934,2000-12
111,460335,651,3146,1,249935,2000-12
112,460336,782,1977,1,249936,2000-12
113,460337,782,468,1,249936,2000-12
114,460338,782,1980,1,249936,2000-12
115,460339,782,1891,1,249937,2000-12
116,460340,782,2233,1,249937,2000-12
117,460341,782,333,1,249937,2000-12
118,460342,782,2435,1,249938,2000-12
119,460343,782,2091,1,249938,2000-12
120,460344,782,1522,1,249938,2000-12
121,460345,651,49,1,249939,2000-12
122,460346,651,962,1,249939,2000-12
123,460347,651,1406,1,249939,2000-12
124,460348,651,2434,1,249939,2000-12
125,460349,651,563,1,249939,2000-12
126,460350,651,2260,1,249939,2000-12
127,460351,782,1414,1,249940,2000-12
128,460352,782,1209,1,249940,2000-12
129,460353,651,46,1,249941,2000-12
130,460354,782,1221,1,249942,2000-12
131,460355,651,2235,1,249943,2000-12
132,460356,651,1399,1,249943,2000-12
133,460357,651,592,1,249943,2000-12
134,460358,782,440,1,249944,2000-12
135,460359,782,2396,1,249945,2000-12
136,460360,782,297,1,249945,2000-12
137,460361,651,1648,1,249946,2000-12
138,460362,782,707,1,249947,2000-12
139,460363,651,665,1,249948,2000-12
140,460364,651,150,1,249948,2000-12
141,460365,651,2894,1,249948,2000-12
142,460366,651,1782,1,249948,2000-12
143,460367,651,2582,1,249948,2000-12
144,460368,782,2497,1,249949,2000-12
145,460369,651,329,1,249950,2000-12
146,460370,651,1499,1,249950,2000-12
147,460371,651,1980,1,249951,2000-12
148,460372,651,2702,1,249952,2000-12
149,460373,651,1514,1,249952,2000-12
150,460374,651,429,1,249953,2000-12
151,460375,651,1226,1,249954,2000-12
152,460376,651,31,1,249954,2000-12
153,460377,651,1374,1,249955,2000-12
154,460378,651,701,1,249956,2000-12
155,460379,651,1644,1,249957,2000-12
156,460380,651,1380,1,249958,2000-12
157,460381,650,1039,1,249959,2000-12
158,460382,650,2614,1,249959,2000-12
159,460383,650,1070,1,249959,2000-12
160,460384,650,3188,1,249960,2000-12
161,460385,650,2526,1,249961,2000-12
162,460386,711,1181,1,249962,2000-12
163,460387,650,1423,1,249963,2000-12
164,460388,650,416,1,249964,2000-12
165,460389,650,1312,1,249965,2000-12
166,460390,650,2374,1,249966,2000-12
167,460391,654,3231,1,249967,2000-12
168,460392,711,1070,1,249968,2000-12
169,460393,650,1018,1,249969,2000-12
170,460394,654,998,1,249970,2000-12
171,460395,650,1060,1,249971,2000-12
172,460396,649,1857,1,249972,2000-12
173,460397,654,2636,1,249973,2000-12
174,460398,649,1039,1,249974,2000-12
175,460399,649,1868,1,249974,2000-12
176,460400,654,1224,1,249975,2000-12
177,460401,654,953,1,249976,2000-12
178,460402,654,2094,1,249977,2000-12
179,460403,650,2710,1,249978,2000-12
180,460404,650,44,1,249978,2000-12
181,460405,654,2093,1,249979,2000-12
182,460406,654,1079,1,249979,2000-12
183,460407,650,446,1,249980,2000-12
184,460408,654,952,1,249981,2000-12
185,460409,654,1042,1,249981,2000-12
186,460410,650,132,1,249982,2000-12
187,460411,654,1804,1,249983,2000-12
188,460412,650,706,1,249984,2000-12
189,460413,649,1754,1,249985,2000-12
190,460414,649,432,1,249985,2000-12
191,460415,649,2260,1,249985,2000-12
192,460416,649,560,1,249985,2000-12
193,460417,649,1399,1,249985,2000-12
194,460418,654,97,1,249986,2000-12
195,460419,650,1613,1,249987,2000-12
196,460420,649,2582,1,249988,2000-12
197,460421,649,105,1,249988,2000-12
198,460422,649,152,1,249988,2000-12
199,460423,649,928,1,249989,2000-12
200,460424,654,3094,1,249990,2000-12
201,460425,654,1898,1,249990,2000-12
202,460426,654,472,1,249990,2000-12
203,460427,649,1370,1,249991,2000-12
204,460428,654,2764,1,249992,2000-12
205,460429,654,1346,1,249992,2000-12
206,460430,654,661,1,249992,2000-12
207,460431,753,1105,1,249993,2000-12
208,460432,753,1119,1,249993,2000-12
209,460433,654,211,1,249994,2000-12
210,460434,654,1423,1,249994,2000-12
211,460435,753,563,1,249995,2000-12
212,460436,654,1047,1,249996,2000-12
213,460437,650,2901,1,249997,2000-12
214,460438,650,2359,1,249997,2000-12
215,460439,753,800,1,249998,2000-12
216,460440,753,857,1,249998,2000-12
217,460441,654,1874,1,249999,2000-12
218,460442,650,1484,1,250000,2000-12
219,460443,649,3383,1,250001,2000-12
220,460444,650,146,1,250002,2000-12
221,460445,649,2476,1,250003,2000-12
222,460446,649,1042,1,250003,2000-12
223,460447,649,1695,1,250004,2000-12
224,460448,649,2584,1,250004,2000-12
225,460449,649,1102,1,250004,2000-12
226,460450,2167,939,1,250005,2000-12
227,460451,2167,1422,1,250006,2000-12
228,460452,650,1723,1,250007,2000-12
229,460453,650,1059,1,250007,2000-12
230,460454,650,1064,1,250007,2000-12
231,460455,2167,1650,1,250008,2000-12
232,460456,2167,2094,1,250008,2000-12
233,460457,2167,2093,1,250009,2000-12
234,460458,650,1121,1,250010,2000-12
235,460459,650,1709,1,250010,2000-12
236,460460,650,577,1,250010,2000-12
237,460461,650,3321,1,250010,2000-12
238,460462,650,2064,1,250010,2000-12
239,460463,650,1990,1,250010,2000-12
240,460464,650,1101,1,250010,2000-12
241,460465,2167,2659,1,250011,2000-12
242,460466,2167,2282,1,250011,2000-12
243,460467,2167,2770,1,250011,2000-12
244,460468,650,1157,1,250012,2000-12
245,460469,650,1167,1,250012,2000-12
246,460470,650,856,1,250012,2000-12
247,460471,2167,97,1,250013,2000-12
248,460472,2167,38,1,250014,2000-12
249,460473,2167,2829,1,250015,2000-12
250,460474,2167,328,1,250015,2000-12
251,460475,650,2389,1,250016,2000-12
252,460476,650,1884,1,250016,2000-12
253,460477,650,3182,1,250016,2000-12
254,460478,2167,1312,1,250017,2000-12
255,460479,2167,211,1,250017,2000-12
256,460480,650,1178,1,250018,2000-12
257,460481,2167,2057,1,250019,2000-12
258,460482,2167,1325,1,250019,2000-12
259,460483,2167,1613,1,250020,2000-12
260,460484,2167,100,1,250020,2000-12
261,460485,2167,1508,1,250021,2000-12
262,460486,2167,218,1,250021,2000-12
263,460487,2167,2783,1,250022,2000-12
264,460488,2167,489,1,250023,2000-12
265,460489,2167,1612,1,250024,2000-12
266,460490,2167,1562,1,250024,2000-12
267,460491,2167,169,1,250025,2000-12
268,460492,2167,50,1,250026,2000-12
269,460493,2167,2003,1,250027,2000-12
270,460494,2167,67,1,250027,2000-12
271,460495,650,1887,1,250028,2000-12
272,460496,650,68,1,250028,2000-12
273,460497,1419,1097,1,250029,2000-12
274,460498,1419,1105,1,250029,2000-12
275,460499,1419,3084,1,250029,2000-12
276,460500,1419,807,1,250029,2000-12
277,460501,2167,2710,1,250030,2000-12
278,460502,2167,324,1,250030,2000-12
279,460503,2167,518,1,250030,2000-12
280,460504,650,2461,1,250031,2000-12
281,460505,2167,467,1,250032,2000-12
282,460506,650,1179,1,250033,2000-12
283,460507,1123,2659,1,250034,2000-12
284,460508,1123,1095,1,250034,2000-12
285,460509,1123,3279,1,250034,2000-12
286,460510,1123,2476,1,250034,2000-12
287,460511,1123,2903,1,250035,2000-12
288,460512,1123,1058,1,250035,2000-12
289,460513,1123,1066,1,250036,2000-12
290,460514,1123,953,1,250037,2000-12
291,460515,1123,1039,1,250037,2000-12
292,460516,2167,2261,1,250038,2000-12
293,460517,2167,672,1,250038,2000-12
294,460518,1123,1105,1,250039,2000-12
295,460519,2167,2825,1,250040,2000-12
296,460520,2167,1532,1,250040,2000-12
297,460521,2167,1527,1,250040,2000-12
298,460522,2167,2396,1,250040,2000-12
299,460523,648,564,1,250041,2000-12
300,460524,1123,952,1,250042,2000-12
301,460525,1123,2434,1,250042,2000-12
302,460526,648,1113,1,250043,2000-12
303,460527,1123,1067,1,250044,2000-12
304,460528,1123,3082,1,250044,2000-12
305,460529,1123,2770,1,250044,2000-12
306,460530,648,1145,1,250045,2000-12
307,460531,648,336,1,250045,2000-12
308,460532,1123,106,1,250046,2000-12
309,460533,1123,800,1,250047,2000-12
310,460534,1123,796,1,250047,2000-12
311,460535,650,245,1,250048,2000-12
312,460536,650,1066,1,250048,2000-12
313,460537,650,1043,1,250048,2000-12
314,460538,650,1745,1,250048,2000-12
315,460539,650,758,1,250048,2000-12
316,460540,1123,1083,1,250049,2000-12
317,460541,1123,1042,1,250049,2000-12
318,460542,1123,3039,1,250049,2000-12
319,460543,1123,222,1,250049,2000-12
320,460544,648,3449,1,250050,2000-12
321,460545,1123,1121,1,250051,2000-12
322,460546,654,2703,1,250052,2000-12
323,460547,1123,1088,1,250053,2000-12
324,460548,1123,2584,1,250053,2000-12
325,460549,650,1045,1,250054,2000-12
326,460550,650,918,1,250054,2000-12
327,460551,650,857,1,250054,2000-12
328,460552,650,1041,1,250054,2000-12
329,460553,650,1680,1,250054,2000-12
330,460554,650,1042,1,250054,2000-12
331,460555,650,1046,1,250054,2000-12
332,460556,1123,28,1,250055,2000-12
333,460557,1123,1045,1,250055,2000-12
334,460558,648,2306,1,250056,2000-12
335,460559,1123,1051,1,250056,2000-12
336,460560,648,245,1,250056,2000-12
337,460561,2167,1894,1,250057,2000-12
338,460562,2167,205,1,250057,2000-12
339,460563,648,1041,1,250058,2000-12
340,460564,650,2613,1,250059,2000-12
341,460565,650,1681,1,250059,2000-12
342,460566,650,1147,1,250059,2000-12
343,460567,650,2610,1,250059,2000-12
344,460568,650,1217,1,250059,2000-12
345,460569,650,1083,1,250059,2000-12
346,460570,1123,31,1,250060,2000-12
347,460571,648,1055,1,250061,2000-12
348,460572,1123,3085,1,250062,2000-12
349,460573,650,432,1,250063,2000-12
350,460574,650,1726,1,250063,2000-12
351,460575,650,828,1,250063,2000-12
352,460576,650,1067,1,250063,2000-12
353,460577,650,3298,1,250063,2000-12
354,460578,650,105,1,250063,2000-12
355,460579,1123,1078,1,250064,2000-12
356,460580,1123,2389,1,250064,2000-12
357,460581,1018,1044,1,250065,2000-12
358,460582,1018,1051,1,250065,2000-12
359,460583,2167,1285,1,250066,2000-12
360,460584,1123,3298,1,250067,2000-12
361,460585,1018,1226,1,250068,2000-12
362,460586,1123,211,1,250069,2000-12
363,460587,1123,918,1,250069,2000-12
364,460588,1123,2223,1,250070,2000-12
365,460589,1123,2631,1,250070,2000-12
366,460590,1123,1102,1,250070,2000-12
367,460591,1123,1918,1,250071,2000-12
368,460592,2167,293,1,250072,2000-12
369,460593,2167,3455,1,250072,2000-12
370,460594,650,2540,1,250073,2000-12
371,460595,650,1130,1,250073,2000-12
372,460596,650,1134,1,250073,2000-12
373,460597,650,2617,1,250073,2000-12
374,460598,650,1055,1,250073,2000-12
375,460599,650,3297,1,250073,2000-12
376,460600,648,3162,1,250074,2000-12
377,460601,1123,2467,1,250075,2000-12
378,460602,650,3184,1,250076,2000-12
379,460603,650,2260,1,250076,2000-12
380,460604,650,2615,1,250076,2000-12
381,460605,650,2582,1,250076,2000-12
382,460606,1018,626,1,250077,2000-12
383,460607,2167,347,1,250078,2000-12
384,460608,1123,3457,1,250079,2000-12
385,460609,1123,1445,1,250079,2000-12
386,460610,650,1399,1,250080,2000-12
387,460611,650,1918,1,250080,2000-12
388,460612,650,2223,1,250080,2000-12
389,460613,650,1065,1,250080,2000-12
390,460614,650,2719,1,250080,2000-12
391,460615,2167,2369,1,250081,2000-12
392,460616,2167,441,1,250081,2000-12
393,460617,2167,2359,1,250081,2000-12
394,460618,1123,2587,1,250082,2000-12
395,460619,1123,2985,1,250083,2000-12
396,460620,650,2061,1,250084,2000-12
397,460621,650,2806,1,250084,2000-12
398,460622,1123,1113,1,250085,2000-12
399,460623,2167,1299,1,250086,2000-12
400,460624,2167,495,1,250086,2000-12
401,460625,2167,350,1,250086,2000-12
402,460626,650,562,1,250087,2000-12
403,460627,650,2125,1,250087,2000-12
404,460628,650,1206,1,250087,2000-12
405,460629,2167,2034,1,250088,2000-12
406,460630,2167,709,1,250088,2000-12
407,460631,2167,1403,1,250088,2000-12
408,460632,2167,1998,1,250088,2000-12
409,460633,2167,2885,1,250089,2000-12
410,460634,650,3036,1,250090,2000-12
411,460635,1123,970,1,250091,2000-12
412,460636,1123,2540,1,250091,2000-12
413,460637,1123,1731,1,250092,2000-12
414,460638,2167,132,1,250093,2000-12
415,460639,648,1083,1,250094,2000-12
416,460640,648,560,1,250094,2000-12
417,460641,2167,1593,1,250095,2000-12
418,460642,1123,1778,1,250096,2000-12
419,460643,654,151,1,250097,2000-12
420,460644,654,231,1,250097,2000-12
421,460645,3515,3348,1,250098,2000-12
422,460646,1123,2306,1,250099,2000-12
423,460647,650,2655,1,250100,2000-12
424,460648,650,2104,1,250100,2000-12
425,460649,650,2317,1,250100,2000-12
426,460650,650,3334,1,250100,2000-12
427,460651,654,1002,1,250101,2000-12
428,460652,654,1035,1,250102,2000-12
429,460653,654,1132,1,250102,2000-12
430,460654,654,1788,1,250103,2000-12
431,460655,648,3344,1,250104,2000-12
432,460656,654,978,1,250105,2000-12
433,460657,654,1038,1,250105,2000-12
434,460658,654,3273,1,250105,2000-12
435,460659,654,127,1,250106,2000-12
436,460660,654,2354,1,250106,2000-12
437,460661,654,1562,1,250107,2000-12
438,460662,650,993,1,250108,2000-12
439,460663,650,2647,1,250109,2000-12
440,460664,648,1059,1,250110,2000-12
441,460665,648,1045,1,250110,2000-12
442,460666,650,973,1,250111,2000-12
443,460667,650,2653,1,250111,2000-12
444,460668,3515,1070,1,250112,2000-12
445,460669,3515,998,1,250112,2000-12
446,460670,3515,502,1,250112,2000-12
447,460671,650,333,1,250113,2000-12
448,460672,650,1739,1,250114,2000-12
449,460673,650,2222,1,250114,2000-12
450,460674,650,1207,1,250115,2000-12
451,460675,650,604,1,250115,2000-12
452,460676,3515,1043,1,250116,2000-12
453,460677,650,2042,1,250117,2000-12
454,460678,650,1377,1,250118,2000-12
455,460679,650,2101,1,250119,2000-12
456,460680,654,1130,1,250120,2000-12
457,460681,654,449,1,250121,2000-12
458,460682,650,2292,1,250122,2000-12
459,460683,650,1049,1,250123,2000-12
460,460684,650,807,1,250123,2000-12
461,460685,650,1105,1,250123,2000-12
462,460686,650,2631,1,250123,2000-12
463,460687,650,2539,1,250124,2000-12
464,460688,650,1658,1,250124,2000-12
465,460689,650,2649,1,250124,2000-12
466,460690,650,1102,1,250124,2000-12
467,460691,650,1146,1,250124,2000-12
468,460692,650,2727,1,250124,2000-12
469,460693,650,2820,1,250125,2000-12
470,460694,650,1118,1,250125,2000-12
471,460695,650,2128,1,250125,2000-12
472,460696,650,899,1,250126,2000-12
473,460697,650,3105,1,250126,2000-12
474,460698,650,3294,1,250127,2000-12
475,460699,650,901,1,250128,2000-12
476,460700,1129,231,1,250129,2000-12
477,460701,650,1694,1,250130,2000-12
478,460702,650,561,1,250130,2000-12
479,460703,650,2694,1,250130,2000-12
480,460704,1129,565,1,250131,2000-12
481,460705,1129,1991,1,250131,2000-12
482,460706,1129,2629,1,250131,2000-12
483,460707,650,913,1,250132,2000-12
484,460708,650,623,1,250132,2000-12
485,460709,650,1203,1,250133,2000-12
486,460710,650,891,1,250133,2000-12
487,460711,1129,2089,1,250134,2000-12
488,460712,1129,1223,1,250134,2000-12
489,460713,650,1812,1,250135,2000-12
490,460714,650,1775,1,250136,2000-12
491,460715,650,3009,1,250136,2000-12
492,460716,650,893,1,250137,2000-12
493,460717,650,752,1,250138,2000-12
494,460718,1959,1044,1,250139,2000-12
495,460719,1959,516,1,250139,2000-12
496,460720,1959,3401,1,250140,2000-12
497,460721,1959,3279,1,250140,2000-12
498,460722,1959,2985,1,250140,2000-12
499,460723,670,1660,1,250141,2000-12
500,460724,1959,1143,1,250142,2000-12
501,460725,1959,1031,1,250142,2000-12
502,460726,1959,1746,1,250143,2000-12
503,460727,1959,2417,1,250143,2000-12
504,460728,1959,2984,1,250144,2000-12
505,460729,1959,1788,1,250145,2000-12
506,460730,1959,2679,1,250145,2000-12
507,460731,1959,1800,1,250145,2000-12
508,460732,1959,2725,1,250145,2000-12
509,460733,1959,1065,1,250145,2000-12
510,460734,1959,1032,1,250145,2000-12
511,460735,1959,995,1,250146,2000-12
512,460736,1959,1695,1,250146,2000-12
513,460737,1959,2583,1,250146,2000-12
514,460738,650,49,1,250147,2000-12
515,460739,650,1672,1,250147,2000-12
516,460740,650,798,1,250147,2000-12
517,460741,650,962,1,250147,2000-12
518,460742,1959,1101,1,250148,2000-12
519,460743,1959,2974,1,250148,2000-12
520,460744,1959,1148,1,250148,2000-12
521,460745,1959,1683,1,250149,2000-12
522,460746,1959,1688,1,250149,2000-12
523,460747,1959,969,1,250150,2000-12
524,460748,1959,3162,1,250150,2000-12
525,460749,1959,1949,1,250150,2000-12
526,460750,1959,2650,1,250150,2000-12
527,460751,650,957,1,250151,2000-12
528,460752,650,575,1,250151,2000-12
529,460753,650,3329,1,250151,2000-12
530,460754,650,1406,1,250151,2000-12
531,460755,650,278,1,250151,2000-12
532,460756,1959,2013,1,250152,2000-12
533,460757,1959,1689,1,250152,2000-12
534,460758,650,1078,1,250153,2000-12
535,460759,650,1058,1,250153,2000-12
536,460760,1959,988,1,250154,2000-12
537,460761,1959,1824,1,250155,2000-12
538,460762,1959,1685,1,250155,2000-12
539,460763,650,2986,1,250156,2000-12
540,460764,1959,2592,1,250157,2000-12
541,460765,1959,2412,1,250157,2000-12
542,460766,650,1973,1,250158,2000-12
543,460767,1959,2012,1,250159,2000-12
544,460768,1959,3280,1,250159,2000-12
545,460769,650,1284,1,250160,2000-12
546,460770,1959,2767,1,250161,2000-12
547,460771,1959,2969,1,250161,2000-12
548,460772,670,998,1,250162,2000-12
549,460773,1959,1789,1,250163,2000-12
550,460774,1959,2151,1,250163,2000-12
551,460775,650,3140,1,250164,2000-12
552,460776,654,1745,1,250165,2000-12
553,460777,1959,1874,1,250166,2000-12
554,460778,1959,2121,1,250167,2000-12
555,460779,1959,2768,1,250167,2000-12
556,460780,1129,764,1,250168,2000-12
557,460781,654,1003,1,250169,2000-12
558,460782,1129,2558,1,250170,2000-12
559,460783,1129,1455,1,250171,2000-12
560,460784,1129,1108,1,250171,2000-12
561,460785,1129,1475,1,250172,2000-12
562,460786,1129,504,1,250172,2000-12
563,460787,1129,222,1,250173,2000-12
564,460788,1129,2020,1,250174,2000-12
565,460789,1129,2381,1,250174,2000-12
566,460790,1129,466,1,250174,2000-12
567,460791,1129,1832,1,250175,2000-12
568,460792,654,1108,1,250176,2000-12
569,460793,742,3047,1,250177,2000-12
570,460794,742,2023,1,250178,2000-12
571,460795,742,1135,1,250178,2000-12
572,460796,654,1018,1,250179,2000-12
573,460797,654,2686,1,250180,2000-12
574,460798,650,299,1,250181,2000-12
575,460799,650,811,1,250181,2000-12
576,460800,650,502,1,250182,2000-12
577,460801,650,1093,1,250182,2000-12
578,460802,650,800,1,250183,2000-12
579,460803,650,3401,1,250183,2000-12
580,460804,650,796,1,250184,2000-12
581,460805,650,563,1,250184,2000-12
582,460806,650,3085,1,250185,2000-12
583,460807,650,1053,1,250185,2000-12
584,460808,650,963,1,250186,2000-12
585,460809,650,1136,1,250187,2000-12
586,460810,650,975,1,250187,2000-12
587,460811,650,2746,1,250188,2000-12
588,460812,650,1085,1,250188,2000-12
589,460813,1448,1191,1,250189,2000-12
590,460814,650,1119,1,250190,2000-12
591,460815,650,3042,1,250190,2000-12
592,460816,650,1075,1,250191,2000-12
593,460817,1448,624,1,250192,2000-12
594,460818,1448,2434,1,250192,2000-12
595,460819,1448,1112,1,250193,2000-12
596,460820,650,1754,1,250194,2000-12
597,460821,650,1115,1,250194,2000-12
598,460822,650,2987,1,250194,2000-12
599,460823,650,1688,1,250194,2000-12
600,460824,1448,1924,1,250195,2000-12
601,460825,1448,1412,1,250195,2000-12
602,460826,1448,1900,1,250195,2000-12
603,460827,650,2401,1,250196,2000-12
604,460828,650,1073,1,250197,2000-12
605,460829,1448,959,1,250198,2000-12
606,460830,650,842,1,250199,2000-12
607,460831,650,1106,1,250199,2000-12
608,460832,1448,2801,1,250200,2000-12
609,460833,650,1898,1,250201,2000-12
610,460834,650,970,1,250201,2000-12
611,460835,650,1747,1,250202,2000-12
612,460836,650,2612,1,250203,2000-12
613,460837,650,2001,1,250203,2000-12
614,460838,650,1125,1,250203,2000-12
615,460839,650,564,1,250203,2000-12
616,460840,1448,794,1,250204,2000-12
617,460841,650,1131,1,250205,2000-12
618,460842,650,2531,1,250205,2000-12
619,460843,650,1674,1,250205,2000-12
620,460844,650,2525,1,250205,2000-12
621,460845,650,917,1,250206,2000-12
622,460846,650,1141,1,250206,2000-12
623,460847,650,910,1,250206,2000-12
624,460848,650,792,1,250207,2000-12
625,460849,650,801,1,250207,2000-12
626,460850,650,812,1,250207,2000-12
627,460851,650,1800,1,250208,2000-12
628,460852,650,3301,1,250209,2000-12
629,460853,650,3006,1,250209,2000-12
630,460854,650,965,1,250210,2000-12
631,460855,650,516,1,250211,2000-12
632,460856,650,1095,1,250211,2000-12
633,460857,650,1110,1,250212,2000-12
634,460858,1448,2509,1,250213,2000-12
635,460859,650,1177,1,250214,2000-12
636,460860,2831,2018,1,250215,2000-12
637,460861,650,1090,1,250216,2000-12
638,460862,650,1074,1,250217,2000-12
639,460863,1448,1097,1,250218,2000-12
640,460864,1448,841,1,250219,2000-12
641,460865,650,1671,1,250220,2000-12
642,460866,650,1804,1,250220,2000-12
643,460867,1448,2096,1,250221,2000-12
644,460868,1448,1665,1,250222,2000-12
645,460869,650,678,1,250223,2000-12
646,460870,650,1113,1,250223,2000-12
647,460871,650,1051,1,250223,2000-12
648,460872,650,1044,1,250223,2000-12
649,460873,650,1096,1,250224,2000-12
650,460874,650,3512,1,250224,2000-12
651,460875,650,31,1,250224,2000-12
652,460876,650,1692,1,250225,2000-12
653,460877,650,1841,1,250225,2000-12
654,460878,650,950,1,250226,2000-12
655,460879,650,1989,1,250226,2000-12
656,460880,650,2334,1,250227,2000-12
657,460881,650,2105,1,250227,2000-12
658,460882,670,1060,1,250228,2000-12
659,460883,650,2148,1,250229,2000-12
660,460884,670,3211,1,250230,2000-12
661,460885,670,560,1,250231,2000-12
662,460886,650,15,1,250232,2000-12
663,460887,650,1176,1,250232,2000-12
664,460888,650,1234,1,250233,2000-12
665,460889,650,1654,1,250234,2000-12
666,460890,650,1142,1,250234,2000-12
667,460891,650,1069,1,250235,2000-12
668,460892,650,1137,1,250235,2000-12
669,460893,650,951,1,250236,2000-12
670,460894,650,2339,1,250236,2000-12
671,460895,650,3066,1,250237,2000-12
672,460896,650,3277,1,250238,2000-12
673,460897,650,1126,1,250238,2000-12
674,460898,650,3267,1,250239,2000-12
675,460899,650,2588,1,250239,2000-12
676,460900,650,2587,1,250239,2000-12
677,460901,650,3119,1,250239,2000-12
678,460902,650,3459,1,250240,2000-12
679,460903,650,2731,1,250240,2000-12
680,460904,648,1051,1,250241,2000-12
681,460905,648,2260,1,250241,2000-12
682,460906,648,516,1,250241,2000-12
683,460907,648,3085,1,250241,2000-12
684,460908,648,1990,1,250242,2000-12
685,460909,648,812,1,250242,2000-12
686,460910,648,678,1,250242,2000-12
687,460911,648,1096,1,250242,2000-12
688,460912,650,1224,1,250243,2000-12
689,460913,650,2460,1,250244,2000-12
690,460914,650,3480,1,250244,2000-12
691,460915,650,998,1,250244,2000-12
692,460916,647,1216,1,250245,2000-12
693,460917,647,2813,1,250246,2000-12
694,460918,647,3094,1,250246,2000-12
695,460919,647,3346,1,250246,2000-12
